;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
Black Uhuru;0,00186;0,000219;0,000148;0,000074;0,00093;0,000076;0,000085;0,000159;0,000084;0;0;0,000405;0,000593;0;0;0,000205;0,002612;0,000609;0,001877;0,00045;0,000151;0;0,000671;0,000864;0,002158;0,000623;0;0,001151;0,001703;0,000304;0,002206;0;0,00008;0,000079;0;0;0,00007;0;0;0,000076;0;0;0,000064;0;0;0;0;0;0,000243;0;0,00105;0,000648;0;0;0,000082;0;0;0;0;0,00016;0,000201;0;0,000228;0,000163;0,000384;0,00007;0,000074;0,000216;0,000151;0,000138;0;0,000315;0,0001;0,000397;0,000112;0,000066;0;0,000187;0;0,000117;0,001033;0,000423;0,000159;0,000146;0,001952;0,000308;0,003321;0,003356;0,003722;0,003654;0,000536;0,003214;0,001746;0,000425;0,002609;0,002073;0,003555;0,003063;0,003759;0,003816;0,000829;0,002814;0;0,002452;0,005593;0,004103;0,006698;0,003151;0,004837;0,001928;0,00105;0,005093;0,004648;0,001376;0,000833;0,001943;0,001455;0,037788;0,001077;0,000648;0,001384;0,00429;0,002093;0,003031;0;0,007879;0,000408;0,001241;0,000201;0,000108;0,000062;0;0,000442;0,000121;0,035947;0;0,000343;0,000111;0,000126;0;0;0,000061;0,000051;0,0175;0,000052;0,000193;0,00007;0;0,000387;0,000173;0;0,000111;0,000058;0,000131;0;0,000728;0,002582;0,003006;0,000057;0,000193;0,91647;0,912781;0,951937;0,909137;0,522262;0,876416;0,71699;0,756638;0,666618;0,80057;0,881194;0,585151;0,729417;0,536185;0,72294;1;0,004913;0,003523;0;0,003971;0,004357;0,003316;0,002475;0,002053;0,001137;0,002516;0,001719;0,001953;0,000863;0,00319;0,000588;0,000715;0,000547;0,001698;0;0,000067;0,000284;0,001035;0,000373;0,002369;0,000209;0,000539;0,002425;0,000334;0,004304;0,000059;0,000732;0,002699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Rolling Stones;0,256424;0,029004;0,011991;0,004602;0,073147;0,007676;0,006675;0,04908;0,006142;0;0;0,111684;0,047818;0,016896;0,048019;0,020382;0,5063;0,123447;0,230969;0,242885;0,013817;0,029371;0,065319;0,073323;0,204528;0,117417;0,020667;0,370521;0,388986;0,169884;0,600315;0,016679;0,022561;0,007688;0,0578;0,019401;0,009077;0,002972;0,036686;0,045912;0,041564;0,003915;0,052772;0,005541;0,017366;0,015516;0,005426;0,014972;0,185185;0,149758;0,23308;0,379336;0,140222;0,14872;0,157667;0,144819;0,133896;0,133918;0,128942;0,157224;0,112227;0,142871;0,19852;0,158638;0,068326;0,0339;0,115159;0,090429;0,056304;0,066709;0,024813;0,089406;0,125037;0,172742;0,101452;0,015226;0,005851;0,005019;0,000767;0,000443;0,134236;0,03162;0,010723;0,009696;0,411882;0,023147;0,604501;0,74434;0,592011;0,621059;0,149489;0,568151;0,166148;0,030375;0,194799;0,251505;0,259332;0,233317;0,280403;0,318273;0,077952;0,213705;0,005255;0,185249;0,402722;0,303547;0,470873;0,227063;0,371186;0,218118;0,106903;0,379564;0,384888;0,20573;0,110618;0,252757;0,100922;0,358121;0,073173;0,052175;0,163802;0,299659;0,149335;0,210193;0,00446;0,065741;0,028452;0,084176;0,015345;0,003759;0,006156;0;0,034296;0,009085;0;0,005313;0,004513;0,008007;0,005001;0,000254;0,003562;0,004397;0,004063;0,006165;0,008974;0,015388;0,00825;0;0,044245;0,033964;0,005019;0,020801;0,010965;0,012663;0,000274;0,050151;0,022104;0,007906;0,000429;0,034417;0,07269;0,002691;0,000529;0,010756;0,008584;0,000197;0,012661;0,016435;0;0,085721;0,012296;0,014218;0;0;0,024033;0,004913;1;0,939095;0,478017;0,916868;0,970136;0,636043;0,566317;0,28789;0,311826;0,341542;0,2749;0,281732;0,259913;0,882996;0,128523;0,126954;0,044485;0,032698;0,010919;0,015636;0,070023;0,082551;0,031589;0,208959;0,091143;0,039714;0,263124;0,036274;0,296924;0,014114;0,073215;0,145167;0,001148;0,001204;0,000431;0;0,000452;0;0;0,000259;0,000391;0,001006;0,000316;0,000254;0,00073;0,001898;0,000733;0,000517
The Animals;0,225622;0,030001;0,016748;0,008321;0,057611;0,007311;0,005271;0,080132;0,005379;0,000131;0;0,161258;0,036849;0,06595;0,09948;0,01772;0,468406;0,11513;0,187789;0,282258;0,010193;0,03337;0,047035;0,057466;0,192927;0,106722;0,01836;0,447783;0,362758;0,172894;0,555985;0,130321;0,023019;0,0145;0,063108;0,027607;0,012526;0,032817;0,048307;0,075629;0,094124;0,009043;0,061347;0,010566;0,019136;0,019152;0,010346;0,017471;0,151564;0,115564;0,197528;0,383343;0,103833;0,112053;0,120457;0,111359;0,101169;0,099527;0,097274;0,122046;0,114459;0,107324;0,173319;0,123779;0,078371;0,061201;0,187986;0,087789;0,136518;0,09074;0,038664;0,15418;0,323483;0,214257;0,214981;0,028168;0,019599;0,014501;0,006244;0,011;0,10711;0,021012;0,007676;0,006953;0,349308;0,015408;0,496683;0,643395;0,478385;0,505976;0,128052;0,460787;0,121013;0,020658;0,130046;0,171032;0,183515;0,159146;0,185529;0,232128;0,059268;0,144002;0,003422;0,126294;0,283833;0,214363;0,328984;0,158533;0,267268;0,173077;0,084458;0,25898;0,292153;0,184675;0,104114;0,21563;0,079654;0,317626;0,061045;0,0463;0,148109;0,219187;0,107445;0,154492;0,00953;0,055319;0,029125;0,068895;0,011419;0,002654;0,004042;0;0,021952;0,007485;0;0,00346;0,003095;0,005956;0,004267;0,000547;0,004758;0,003296;0,002715;0,00583;0,008292;0,01002;0,005144;0;0,035121;0,030762;0,005226;0,019635;0,010088;0,01028;0,000322;0,032709;0,017195;0,00466;0,002745;0,03156;0,05897;0,004469;0,000258;0,007713;0,009941;0,000128;0,014322;0,02167;0,000149;0,080333;0,008873;0,024289;0;0;0,025065;0,003523;0,939095;1;0,49842;0,943977;0,92112;0,644986;0,539109;0,31712;0,347487;0,366785;0,229847;0,256871;0,391902;0,930739;0,137133;0,158349;0,039697;0,03248;0,015997;0,027706;0,066249;0,070683;0,038795;0,167833;0,095862;0,042154;0,226695;0,034771;0,218156;0,023072;0,062457;0,110026;0,001121;0,001176;0,000421;0;0,000441;0;0;0,000253;0,000382;0,000982;0,000309;0,000249;0,000713;0,001854;0;0,000505
The Faces;0,085849;0,011367;0,007694;0;0,003716;0;0;0,037265;0;0;0;0,039444;0,0044;0;0,015487;0,010665;0,194619;0,060348;0,05346;0,096731;0;0,014847;0,002904;0,005276;0,036359;0,122904;0,003615;0,152439;0,241784;0,129405;0,410251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016814;0,008354;0,100724;0,343784;0;0;0,008504;0;0;0;0;0,008325;0,005209;0;0,10277;0,021107;0,023265;0,032914;0,011601;0,003748;0,007861;0,010767;0,08601;0,042486;0,007813;0,012878;0,011677;0,027528;0;0;0;0;0,04982;0;0;0;0,196216;0;0,225779;0,357143;0,202656;0,226378;0,079594;0,208649;0,021983;0;0;0,037009;0,007385;0,003001;0;0,066997;0,019864;0,003846;0;0;0,00581;0,010481;0,003479;0,003273;0,053294;0,088768;0,035443;0,005291;0,0717;0,195642;0,216422;0,132255;0;0,216165;0;0,007479;0,136199;0,002785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00303;0,008172;0;0,014493;0;0,026827;0,032955;0,008797;0,025934;0,012124;0,006789;0;0;0,017195;0;0;0,036744;0,021537;0,004166;0,004092;0;0;0,121721;0;0,019571;0;0,081101;0,00423;0;0;0;0,014957;0;0,478017;0,49842;1;0,437881;0,489212;0,240603;0,192809;0,054833;0,110411;0,085537;0,028573;0,06425;0,036896;0,503011;0,030518;0,027015;0;0;0;0;0,168245;0,010747;0,002767;0,027007;0,122927;0;0,146944;0;0;0;0,0076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Kinks;0,218879;0,03056;0,025215;0,004079;0,100456;0,0273;0,008944;0,05252;0,006978;0,000643;0;0,13951;0,045678;0,03997;0,075033;0,021342;0,446926;0,119056;0,182476;0,27652;0,013157;0,036543;0,096055;0,075127;0,196056;0,121888;0,013072;0,437233;0,361058;0,157152;0,523985;0,102119;0,004522;0,004116;0,003288;0,001686;0,004098;0,00586;0,003336;0,011362;0,020463;0;0,00925;0;0;0,000374;0;0;0,040138;0,006372;0,072264;0,229711;0,000813;0;0,010391;0,0054;0,001167;0,000946;0,002086;0,014522;0,028808;0,000708;0,049858;0,008706;0,045491;0,039673;0,126125;0,025571;0,077063;0,040403;0,007952;0,108715;0,240325;0,075673;0,190174;0,010985;0,033104;0,005258;0;0,000344;0,112973;0,023676;0,008563;0,007837;0,34266;0,017305;0,485152;0,618764;0,479587;0,494081;0,125862;0,451239;0,129099;0,023492;0,146135;0,179162;0,212069;0,222007;0,222681;0,301727;0,129303;0,166442;0,001532;0,174918;0,350114;0,244134;0,382572;0,186631;0,315345;0,233991;0,099821;0,30479;0,322976;0,201256;0,118561;0,21336;0,086185;0,338391;0,064397;0,048541;0,172236;0,251874;0,121325;0,174733;0,005364;0,058465;0,030023;0,073147;0,021239;0,002892;0,004977;0;0,027077;0,013761;0;0,001549;0,004116;0,008958;0,007689;0,00178;0,00449;0,004338;0,00404;0,006376;0,011043;0,014688;0,00609;0;0,04481;0,051501;0,006627;0,032278;0,013144;0,012227;0,00192;0,054553;0,023317;0,008763;0,001;0,039681;0,060476;0,004355;0,000231;0,008813;0,014401;0,000057;0,035335;0,043568;0;0,107798;0,013742;0,023244;0;0;0,042887;0,003971;0,916868;0,943977;0,437881;1;0,929307;0,561084;0,440664;0,243288;0,267304;0,302092;0,116843;0,218145;0,334362;0,842376;0,099866;0,110661;0,124049;0,124527;0,095504;0,101251;0,122535;0,153821;0,095004;0,223121;0,202185;0,120911;0,355275;0,120928;0,307992;0,089796;0,15921;0,183745;0,001004;0,001053;0,000377;0;0,000395;0;0;0,000227;0,000342;0,000879;0,000277;0,000223;0,000639;0,00166;0;0,000452
The Who;0,239751;0,026165;0,011203;0,000705;0,063498;0,005817;0,005195;0,05002;0,005165;0;0;0,100682;0,042755;0,017595;0,049929;0,019404;0,478111;0,121029;0,188746;0,239053;0,005965;0,028967;0,056626;0,059967;0,190879;0,119101;0,006136;0,378198;0,388587;0,17389;0,604237;0,012889;0,005051;0,002254;0,001089;0,00053;0,004224;0,001972;0,001123;0,004659;0,00826;0;0,004425;0;0;0,000126;0;0;0,040149;0,00709;0,074165;0,237464;0;0;0,011887;0,002697;0,000131;0;0,000126;0,014683;0,021974;0,000139;0,055775;0,009553;0,044409;0,031766;0,079405;0,023512;0,04598;0,028844;0,016914;0,087609;0,126713;0,064288;0,10366;0,011509;0,001931;0,004309;0;0,000304;0,147434;0,034469;0,009402;0,0086;0,457808;0,025183;0,679482;0,817684;0,659128;0,695934;0,173169;0,643528;0,181484;0,030721;0,212746;0,330862;0,236859;0,211941;0,267045;0,297472;0,072718;0,219302;0,001805;0,168723;0,365897;0,284515;0,441709;0,208093;0,344332;0,202248;0,095498;0,374634;0,36234;0,217928;0,129944;0,257135;0,101091;0,360723;0,076851;0,059796;0,172493;0,276233;0,136227;0,197143;0,011107;0,070486;0,036954;0,086339;0,013263;0,003173;0,004744;0;0,030969;0,007792;0;0,001825;0,003809;0,006955;0,004231;0,000105;0,001187;0,003899;0,003349;0,006403;0,009156;0,013797;0,007959;0;0,042408;0,0335;0,005367;0,021146;0,011046;0,012031;0,000113;0,045094;0,021975;0,007163;0,000344;0,034629;0,068806;0,00305;0,000749;0,00954;0,007395;0,000068;0,009891;0,014134;0;0,081848;0,010699;0,014384;0;0;0,017608;0,004357;0,970136;0,92112;0,489212;0,929307;1;0,60054;0,47974;0,241335;0,27913;0,306175;0,122786;0,23785;0,236455;0,829127;0,10083;0,105807;0,032074;0,02412;0,005625;0,009724;0,068614;0,06521;0,023065;0,183401;0,088077;0,029919;0,246259;0,028422;0,263507;0,008573;0,063741;0,125574;0,002365;0,002481;0,000888;0;0,00093;0;0;0,000534;0,000806;0,002072;0,000652;0,000524;0,001505;0,003912;0,000756;0,001065
Elvis Presley;0,247955;0,088477;0,086766;0,082455;0,133301;0,083073;0,08414;0,162017;0,083763;0,072412;0,052058;0,19753;0,109201;0,144088;0,163609;0,083602;0,342904;0,094143;0,146905;0,157468;0,044232;0,030035;0,066258;0,065314;0,135057;0,052179;0,035936;0,242964;0,281161;0,209752;0,455384;0,245224;0,008319;0,003326;0,042606;0,019444;0,006383;0,050127;0,038547;0,075749;0,113422;0,002144;0,041044;0,002483;0,006036;0,008622;0,001925;0,00493;0,071062;0,047502;0,091198;0,171914;0,037311;0,038873;0,047601;0,049149;0,038818;0,036434;0,039024;0,047807;0,069498;0,041681;0,074681;0,046027;0,066287;0,062103;0,121838;0,058616;0,149176;0,071715;0,049211;0,152507;0,29579;0,514455;0,144467;0,034947;0,034158;0,016684;0,016292;0,012803;0,073813;0,019094;0,008304;0,006063;0,251621;0,0145;0,383954;0,4697;0,354858;0,39868;0,086731;0,362019;0,099731;0,018943;0,137018;0,135568;0,160148;0,144456;0,165062;0,170388;0,0475;0,124379;0,001374;0,109606;0,250684;0,186747;0,288531;0,139837;0,208215;0,106934;0,054584;0,225678;0,247814;0,095335;0,031015;0,166377;0,062494;0,192658;0,046354;0,033052;0,064198;0,189342;0,09028;0,12858;0,002623;0,041367;0,018912;0,052693;0,016881;0,00348;0,004706;0;0,020866;0,011263;0,007093;0,002614;0,005271;0,007629;0,006398;0,002035;0,004066;0,003488;0,003656;0,006215;0,002415;0,009526;0,004588;0;0,017666;0,016541;0;0,007371;0,002956;0,007222;0,001549;0,037148;0,006141;0,004543;0,000635;0,008714;0,04849;0,001741;0,000466;0,006726;0,010446;0,000308;0,02392;0,019579;0,00068;0,043185;0,01007;0,011838;0;0;0,02841;0,003316;0,636043;0,644986;0,240603;0,561084;0,60054;1;0,842017;0,803154;0,800888;0,74451;0,324608;0,694059;0,611928;0,544055;0,559508;0,587082;0,080239;0,08464;0,055653;0,071374;0,103499;0,108144;0,065657;0,17077;0,065563;0,082084;0,174427;0,073902;0,219072;0,055688;0,103128;0,13155;0,0018;0,001888;0,000676;0;0,000708;0;0;0,000407;0,000613;0,001577;0,000496;0,000399;0,004253;0,002977;0,000575;0,00081
Chuck Berry;0,171323;0,025459;0,013262;0,022948;0,037938;0,005508;0,006359;0,055339;0,005492;0,004533;0;0,121758;0,024935;0,042257;0,060342;0,019473;0,310592;0,076144;0,175743;0,140854;0,026752;0,025265;0,035499;0,054181;0,116572;0,039306;0,042929;0,186601;0,214872;0,115162;0,347794;0,109372;0,045488;0,019482;0,142652;0,055141;0,03464;0,034082;0,097631;0,12965;0,134695;0,014839;0,121635;0,018734;0,04436;0,041937;0,017936;0,038925;0,344819;0,321367;0,352363;0,391463;0,309539;0,321554;0,322606;0,327892;0,292967;0,291648;0,284072;0,319615;0,223255;0,319461;0,33406;0,333588;0,084908;0,038087;0,146354;0,161667;0,100646;0,114017;0,043743;0,091321;0,174719;0,649614;0,078885;0,023774;0,010873;0,005248;0,008326;0,003203;0,057992;0,014701;0,006446;0,004663;0,199908;0,01117;0,303634;0,376478;0,278981;0,326335;0,069175;0,287513;0,077668;0,014613;0,100635;0,10438;0,121299;0,10705;0,122889;0,124365;0,025437;0,094034;0;0,080023;0,18584;0,141818;0,218131;0,104934;0,156542;0,07281;0,036479;0,169008;0,191099;0,071992;0,019389;0,128415;0,047465;0,150104;0,03539;0,025016;0,047691;0,141478;0,067793;0,096668;0,001177;0,031566;0,013976;0,040223;0,008999;0,002663;0,003275;0;0,015534;0,005692;0,005727;0,000989;0,003431;0,004926;0,003285;0,000828;0,000853;0,002312;0,002476;0,00416;0,001671;0,006251;0,002276;0;0,012442;0,006345;0;0,002189;0,001948;0,005553;0,000447;0,021299;0,00422;0,002651;0,002499;0,006245;0,037875;0,000548;0,00012;0,005172;0,004243;0,000119;0,006339;0,00303;0,000185;0,022685;0,005561;0,007295;0;0;0,007592;0,002475;0,566317;0,539109;0,192809;0,440664;0,47974;0,842017;1;0,868567;0,834011;0,770199;0,629224;0,824926;0,658761;0,52996;0,626306;0,625044;0,020948;0,020893;0,004938;0,011819;0,033931;0,037726;0,016044;0,104625;0,009823;0,023351;0,091732;0,018154;0,141005;0,008511;0,036247;0,072445;0,003114;0,003266;0,001169;0;0,001225;0;0;0,000704;0,001061;0,002728;0,000858;0,00069;0,004481;0,005151;0;0,001402
Little Richard;0,09649;0,013735;0,012774;0,021349;0,030279;0,004128;0,006229;0,073283;0,006592;0,005798;0;0,106419;0,0193;0,078261;0,08262;0,014837;0,135326;0,039481;0,076063;0,062033;0,008369;0,011759;0,027509;0,055454;0,080669;0,025321;0,009911;0,114318;0,109449;0,06538;0,170338;0,212368;0,005573;0,008939;0,040277;0,023388;0,005302;0,050411;0,040483;0,075615;0,115255;0,009554;0,06152;0,001369;0,00372;0,012388;0,008955;0,003056;0,044754;0,032194;0,061686;0,070975;0,025912;0,026718;0,036335;0,050509;0,027571;0,024673;0,026699;0,043681;0,099223;0,029266;0,037147;0,049188;0,106105;0,1133;0,176999;0,115889;0,210561;0,123321;0,116357;0,176416;0,338204;0,608391;0,169364;0,092874;0,059236;0,060991;0,066324;0,055616;0,035548;0,012208;0,004962;0,004052;0,092449;0,009086;0,149641;0,16698;0,147641;0,174888;0,029338;0,149025;0,054746;0,012258;0,093241;0,070564;0,102584;0,092293;0,110117;0,11089;0,023852;0,080659;0;0,072054;0,161225;0,118616;0,189312;0,090778;0,1373;0,059734;0,031478;0,146622;0,143356;0,047163;0,016152;0,073845;0,041538;0,090674;0,03062;0,01965;0,039992;0,122545;0,060536;0,085553;0,001665;0,027394;0,011885;0,035022;0,007316;0,002008;0,003952;0,002575;0,013799;0,005265;0,006142;0,003341;0,002672;0,003908;0,003227;0,001008;0,003458;0,002026;0,00234;0,004245;0,001577;0,005958;0,002318;0;0,011544;0,00616;0;0,002282;0,001708;0,004343;0,000311;0,019591;0,004348;0,0027;0,001168;0,005546;0,023159;0,004125;0,00081;0,004559;0,006503;0;0,009998;0,005902;0,000914;0,013403;0,004832;0,011898;0;0;0,007802;0,002053;0,28789;0,31712;0,054833;0,243288;0,241335;0,803154;0,868567;1;0,936559;0,902556;0,442012;0,874167;0,744378;0,232777;0,772711;0,809423;0,017897;0,015829;0,005149;0,021699;0,040957;0,048778;0,03523;0,105626;0,009417;0,037244;0,080467;0,018349;0,123751;0,011864;0,029578;0,062073;0,003565;0,002271;0,000696;0;0,001703;0,007915;0;0;0,005653;0;0;0;0,001033;0;0;0
Jerry Lee Lewis;0,161329;0,072384;0,068654;0,080629;0,071365;0,058754;0,06769;0,127313;0,066287;0,070333;0,044659;0,147496;0,075408;0,121224;0,135551;0,068601;0,163962;0,049623;0,072309;0,085818;0,040813;0,021587;0,02259;0,026961;0,065817;0,022589;0,031978;0,131278;0,135749;0,132989;0,222548;0,185633;0,005498;0,02176;0,038385;0,03197;0,004236;0,046015;0,034219;0,067381;0,104558;0,017093;0,031838;0,002098;0,005158;0,020737;0,023005;0,004225;0,050836;0,039095;0,053558;0,094222;0,032076;0,03378;0,037396;0,05175;0,033697;0,031473;0,033197;0,037727;0,050227;0,036198;0,049173;0,035878;0,03661;0,033429;0,08445;0,031855;0,110717;0,044371;0,026251;0,103889;0,242272;0,510758;0,100929;0,016169;0,009484;0,00212;0;0,001095;0,030652;0,007612;0,003706;0,002244;0,111177;0,005963;0,169571;0,20923;0,151744;0,184638;0,038984;0,162825;0,040324;0,007496;0,059161;0,056109;0,059731;0,055291;0,060781;0,060174;0,011986;0,046065;0;0,039033;0,090883;0,069928;0,106067;0,051473;0,075589;0,036118;0,017711;0,082765;0,100797;0,037724;0,009447;0,069661;0,023327;0,083565;0,017595;0,01277;0,023314;0,069147;0,033112;0,046485;0,001182;0,015578;0,006981;0,019723;0,005139;0,001692;0,002262;0;0,008133;0,003268;0,005753;0,000994;0,001794;0,002887;0,001967;0,000647;0,000666;0,00126;0,001598;0,002684;0,000804;0,002962;0,00107;0;0,005941;0,002654;0;0,000851;0,000895;0,003399;0,000349;0,010552;0,002031;0,001246;0,000227;0,002959;0,020184;0,000481;0,000158;0,00249;0,002051;0;0,002715;0,002814;0,000243;0,011662;0,002498;0,008015;0;0;0,006337;0,001137;0,311826;0,347487;0,110411;0,267304;0,27913;0,800888;0,834011;0,936559;1;0,923378;0,337123;0,735178;0,651081;0,272067;0,890618;0,907132;0,00875;0,008222;0;0,006481;0,030581;0,0172;0,00682;0,0512;0,002135;0,009027;0,044693;0,008335;0,066473;0,002795;0,017271;0,034357;0,009767;0,00622;0,001908;0;0,004666;0,021683;0;0;0,015485;0;0;0;0,002322;0;0;0
Buddy Holly;0,1512;0,041818;0,041317;0,052836;0,075088;0,030194;0,024554;0,093166;0,017971;0,024382;0,007514;0,161135;0,03962;0,095633;0,113888;0,048994;0,197931;0,079104;0,124969;0,09138;0,045538;0,035409;0,083686;0,075159;0,126777;0,032084;0,034229;0,155676;0,178722;0,116914;0,258505;0,282206;0,003705;0,001414;0,036125;0,020369;0,005687;0,058553;0,036385;0,075796;0,127156;0,001051;0,030726;0,001068;0,001872;0,007954;0,000618;0,001383;0,027666;0,012704;0,047167;0,068988;0,005663;0,00521;0,01071;0,029423;0,009537;0,006462;0,010749;0,014044;0,049047;0,010768;0,022728;0,011836;0,048842;0,049834;0,096248;0,031793;0,149197;0,055513;0,04143;0,135388;0,308345;0,487139;0,131094;0,029475;0,040587;0,012845;0,010581;0,009588;0,045574;0,015348;0,006712;0,004876;0,126539;0,011653;0,200278;0,229729;0,196533;0,219029;0,041086;0,192621;0,068851;0,01526;0,097146;0,087134;0,123179;0,13021;0,128798;0,133618;0,046805;0,096173;0;0,088771;0,198256;0,142492;0,227502;0,108871;0,162988;0,08123;0,041589;0,174576;0,194214;0,059314;0,019198;0,096216;0,049691;0,118417;0,037091;0,024345;0,049261;0,150503;0,071401;0,102376;0,001231;0,033094;0,015436;0,042143;0,015837;0,002732;0,003577;0;0,016222;0,010417;0,005989;0,001035;0,003815;0,006712;0,005809;0,002021;0,003391;0,002972;0,003115;0,003491;0,002006;0,007865;0,003185;0,000132;0,014183;0,016194;0;0,007463;0,002521;0,005807;0,001655;0,032032;0,004576;0,003811;0,00035;0,007143;0,031112;0,000792;0,000681;0,005409;0,009696;0,000048;0,024261;0,022228;0,0003;0,031843;0,008744;0,009813;0;0;0,024521;0,002516;0,341542;0,366785;0,085537;0,302092;0,306175;0,74451;0,770199;0,902556;0,923378;1;0,323884;0,756836;0,597318;0,272113;0,869987;0,919298;0,084512;0,087925;0,06426;0,074026;0,098256;0,102563;0,066658;0,135968;0,073535;0,086192;0,155162;0,088263;0,190761;0,062518;0,102981;0,127109;0,001688;0,001771;0,000634;0;0,000664;0;0;0,000382;0,000575;0,001479;0,000465;0,000374;0,003645;0,002793;0;0,00076
